Year,County,PDI Number,PDI,Observed,Expected,"Risk Adjusted Rate Per 100,000 People",Difference in Rates
2013,Oneida,PDI_14,Asthma,73.97,143.77,105.54,-69.8
2013,Oneida,PDI_15,Diabetes Short-term Complications,26.45,21.58,30.46,4.87
2013,Oneida,PDI_16,Gastroenteritis,63.99,80.51,71.59,-16.52
2013,Oneida,PDI_18,Urinary Tract Infection,28,29.21,32.67,-1.21
2013,Oneida,PDI_90,Pediatric Quality Overall Composite,126.37,169.31,167.89,-42.94
2013,Oneida,PDI_91,Pediatric Quality Acute Composite,52.9,56.07,58.69,-3.17
2013,Oneida,PDI_92,Pediatric Quality Chronic Composite,73.47,113.24,105.58,-39.77
2013,Onondaga,PDI_14,Asthma,55.33,188.45,60.23,-133.12
2013,Onondaga,PDI_15,Diabetes Short-term Complications,38.97,25.42,38.09,13.54
2013,Onondaga,PDI_16,Gastroenteritis,52.42,88.71,53.22,-36.29
2013,Onondaga,PDI_18,Urinary Tract Infection,23.83,31.51,25.77,-7.69
2013,Onondaga,PDI_90,Pediatric Quality Overall Composite,123.86,207.78,134.09,-83.92
2013,Onondaga,PDI_91,Pediatric Quality Acute Composite,48.71,60.39,50.18,-11.68
2013,Onondaga,PDI_92,Pediatric Quality Chronic Composite,75.15,147.39,82.97,-72.24
2013,Ontario,PDI_14,Asthma,21.99,107.82,41.85,-85.82
2013,Ontario,PDI_15,Diabetes Short-term Complications,0,20.3,0,-20.3
2013,Ontario,PDI_16,Gastroenteritis,50.4,72.14,62.93,-21.74
2013,Ontario,PDI_18,Urinary Tract Infection,8.4,26.77,10.7,-18.36
2013,Ontario,PDI_90,Pediatric Quality Overall Composite,35.9,143.69,56.2,-107.79
2013,Ontario,PDI_91,Pediatric Quality Acute Composite,11.97,53.37,13.95,-41.4
2013,Ontario,PDI_92,Pediatric Quality Chronic Composite,23.94,90.32,43.12,-66.39
2013,Orange,PDI_14,Asthma,84.13,179.42,96.19,-95.29
2013,Orange,PDI_15,Diabetes Short-term Complications,7.36,23.7,7.72,-16.34
2013,Orange,PDI_16,Gastroenteritis,71.82,87.6,73.85,-15.78
2013,Orange,PDI_18,Urinary Tract Infection,9.98,33.86,10.04,-23.88
2013,Orange,PDI_90,Pediatric Quality Overall Composite,91.28,207.99,98.71,-116.71
2013,Orange,PDI_91,Pediatric Quality Acute Composite,23.56,61.99,23.64,-38.43
2013,Orange,PDI_92,Pediatric Quality Chronic Composite,67.72,146.01,75.48,-78.28
2013,Orleans,PDI_14,Asthma,23.32,116.33,41.12,-93.01
2013,Orleans,PDI_15,Diabetes Short-term Complications,0,21.37,0,-21.37
2013,Orleans,PDI_16,Gastroenteritis,22.12,75.6,26.36,-53.48
2013,Orleans,PDI_18,Urinary Tract Infection,0,28.28,0,-28.28
2013,Orleans,PDI_90,Pediatric Quality Overall Composite,15.87,154.9,23.05,-139.03
2013,Orleans,PDI_91,Pediatric Quality Acute Composite,0,55.65,0,-55.65
2013,Orleans,PDI_92,Pediatric Quality Chronic Composite,15.87,99.24,26.02,-83.37
2013,Oswego,PDI_14,Asthma,11.61,89.39,26.63,-77.79
2013,Oswego,PDI_15,Diabetes Short-term Complications,37.26,19.4,47.74,17.87
2013,Oswego,PDI_16,Gastroenteritis,51.31,69.6,66.4,-18.29
2013,Oswego,PDI_18,Urinary Tract Infection,25.65,25.57,34.19,0.08
2013,Oswego,PDI_90,Pediatric Quality Overall Composite,74.53,128.25,130.72,-53.72
2013,Oswego,PDI_91,Pediatric Quality Acute Composite,37.26,51.44,45.07,-14.17
2013,Oswego,PDI_92,Pediatric Quality Chronic Composite,37.26,76.81,78.94,-39.55
2013,Otsego,PDI_14,Asthma,75.72,99.49,156.11,-23.77
2013,Otsego,PDI_15,Diabetes Short-term Complications,25.81,20.19,31.77,5.62
2013,Otsego,PDI_16,Gastroenteritis,72.18,70.76,91.89,1.43
2013,Otsego,PDI_18,Urinary Tract Infection,27.07,26.4,34.95,0.67
2013,Otsego,PDI_90,Pediatric Quality Overall Composite,141.94,137.51,232.18,4.43
2013,Otsego,PDI_91,Pediatric Quality Acute Composite,64.52,52.52,76.42,12
2013,Otsego,PDI_92,Pediatric Quality Chronic Composite,77.42,84.99,148.23,-7.57
2013,Putnam,PDI_14,Asthma,87.71,116.29,154.71,-28.58
2013,Putnam,PDI_15,Diabetes Short-term Complications,24.5,20.38,29.87,4.12
2013,Putnam,PDI_16,Gastroenteritis,17.72,72.03,22.16,-54.31
2013,Putnam,PDI_18,Urinary Tract Infection,17.72,28.15,21.45,-10.43
2013,Putnam,PDI_90,Pediatric Quality Overall Composite,85.75,150.37,128.27,-64.62
2013,Putnam,PDI_91,Pediatric Quality Acute Composite,18.37,53.88,21.22,-35.5
2013,Putnam,PDI_92,Pediatric Quality Chronic Composite,67.37,96.5,113.61,-29.12
2013,Queens,PDI_14,Asthma,203.97,250.59,166.97,-46.62
2013,Queens,PDI_15,Diabetes Short-term Complications,20.68,25.53,20.13,-4.85
2013,Queens,PDI_16,Gastroenteritis,116.58,99.56,105.47,17.02
2013,Queens,PDI_18,Urinary Tract Infection,55.28,38.82,48.53,16.46
2013,Queens,PDI_90,Pediatric Quality Overall Composite,229.75,263.32,196.25,-33.58
2013,Queens,PDI_91,Pediatric Quality Acute Composite,73.19,66.93,68.03,6.26
2013,Queens,PDI_92,Pediatric Quality Chronic Composite,156.56,196.39,129.72,-39.84
2013,Rensselaer,PDI_14,Asthma,82.71,159.67,106.25,-76.97
2013,Rensselaer,PDI_15,Diabetes Short-term Complications,17.69,22.9,19.2,-5.21
2013,Rensselaer,PDI_16,Gastroenteritis,51.2,84.88,54.33,-33.68
2013,Rensselaer,PDI_18,Urinary Tract Infection,15.06,30.56,16.79,-15.51
2013,Rensselaer,PDI_90,Pediatric Quality Overall Composite,141.5,184.37,172.63,-42.87
2013,Rensselaer,PDI_91,Pediatric Quality Acute Composite,48.64,58.47,51.75,-9.83
2013,Rensselaer,PDI_92,Pediatric Quality Chronic Composite,92.86,125.9,120.02,-33.04
2013,Richmond,PDI_14,Asthma,160.51,185.1,177.88,-24.59
2013,Richmond,PDI_15,Diabetes Short-term Complications,21.97,23.03,23.71,-1.06
2013,Richmond,PDI_16,Gastroenteritis,122.34,86.08,128.01,36.25
2013,Richmond,PDI_18,Urinary Tract Infection,41.09,33.24,42.13,7.85
2013,Richmond,PDI_90,Pediatric Quality Overall Composite,223.79,206.6,243.65,17.19
2013,Richmond,PDI_91,Pediatric Quality Acute Composite,91.99,60.16,95.13,31.83
2013,Richmond,PDI_92,Pediatric Quality Chronic Composite,131.8,146.45,146.45,-14.65
2013,Rockland,PDI_14,Asthma,52.4,158.74,67.71,-106.34
2013,Rockland,PDI_15,Diabetes Short-term Complications,11.83,22.41,13.12,-10.58
2013,Rockland,PDI_16,Gastroenteritis,82.13,81.76,90.48,0.37
2013,Rockland,PDI_18,Urinary Tract Infection,29.25,30.91,32.26,-1.65
2013,Rockland,PDI_90,Pediatric Quality Overall Composite,86.19,187.8,103.23,-101.61
2013,Rockland,PDI_91,Pediatric Quality Acute Composite,42.25,57.72,45.54,-15.47
2013,Rockland,PDI_92,Pediatric Quality Chronic Composite,43.94,130.08,54.97,-86.14
2013,Saratoga,PDI_14,Asthma,27.7,97.51,58.28,-69.81
2013,Saratoga,PDI_15,Diabetes Short-term Complications,5.8,19.55,7.37,-13.75
2013,Saratoga,PDI_16,Gastroenteritis,20.32,70.79,25.86,-50.47
2013,Saratoga,PDI_18,Urinary Tract Infection,14.22,25.81,18.79,-11.58
2013,Saratoga,PDI_90,Pediatric Quality Overall Composite,37.68,134.63,62.96,-96.95
2013,Saratoga,PDI_91,Pediatric Quality Acute Composite,17.39,52.08,20.77,-34.69
2013,Saratoga,PDI_92,Pediatric Quality Chronic Composite,20.29,82.55,40,-62.26
2013,Schenectady,PDI_14,Asthma,48.3,209.77,47.24,-161.47
2013,Schenectady,PDI_15,Diabetes Short-term Complications,29.48,27.74,26.41,1.74
2013,Schenectady,PDI_16,Gastroenteritis,65.69,98.97,59.78,-33.28
2013,Schenectady,PDI_18,Urinary Tract Infection,19.99,35.89,18.98,-15.9
2013,Schenectady,PDI_90,Pediatric Quality Overall Composite,126.35,234.56,121.16,-108.21
2013,Schenectady,PDI_91,Pediatric Quality Acute Composite,50.54,67.5,46.58,-16.96
2013,Schenectady,PDI_92,Pediatric Quality Chronic Composite,75.81,167.07,73.84,-91.26
2013,Schoharie,PDI_14,Asthma,0,87.02,0,-87.02
2013,Schoharie,PDI_15,Diabetes Short-term Complications,0,19.7,0,-19.7
2013,Schoharie,PDI_16,Gastroenteritis,32.46,66.07,44.26,-33.61
2013,Schoharie,PDI_18,Urinary Tract Infection,48.69,24.92,66.61,23.78
2013,Schoharie,PDI_90,Pediatric Quality Overall Composite,23.02,129.8,39.89,-106.77
2013,Schoharie,PDI_91,Pediatric Quality Acute Composite,23.02,51.49,27.81,-28.47
2013,Schoharie,PDI_92,Pediatric Quality Chronic Composite,0,78.31,0,-78.31
2013,Schuyler,PDI_14,Asthma,112.36,83.8,275.05,28.56
2013,Schuyler,PDI_15,Diabetes Short-term Complications,0,19.28,0,-19.28
2013,Schuyler,PDI_16,Gastroenteritis,26.91,66.91,36.23,-40
2013,Schuyler,PDI_18,Urinary Tract Infection,26.91,24.45,37.52,2.47
2013,Schuyler,PDI_90,Pediatric Quality Overall Composite,75.44,123.47,137.44,-48.03
2013,Schuyler,PDI_91,Pediatric Quality Acute Composite,37.72,49.94,47,-12.21
2013,Schuyler,PDI_92,Pediatric Quality Chronic Composite,37.72,73.54,83.47,-35.81
2013,Seneca,PDI_14,Asthma,71.72,100.46,146.44,-28.75
2013,Seneca,PDI_15,Diabetes Short-term Complications,19.98,19.95,24.88,0.03
2013,Seneca,PDI_16,Gastroenteritis,40.65,74.11,49.4,-33.46
2013,Seneca,PDI_18,Urinary Tract Infection,0,26.51,0,-26.51
2013,Seneca,PDI_90,Pediatric Quality Overall Composite,39.95,138.83,64.73,-98.88
2013,Seneca,PDI_91,Pediatric Quality Acute Composite,0,53.21,0,-53.21
2013,Seneca,PDI_92,Pediatric Quality Chronic Composite,39.95,85.63,75.92,-45.68
2013,St Lawrence,PDI_14,Asthma,62.92,95.72,134.84,-32.8
2013,St Lawrence,PDI_15,Diabetes Short-term Complications,31.96,19.31,41.14,12.66
2013,St Lawrence,PDI_16,Gastroenteritis,93.54,74.66,112.85,18.88
2013,St Lawrence,PDI_18,Urinary Tract Infection,12.76,26.5,16.41,-13.75
2013,St Lawrence,PDI_90,Pediatric Quality Overall Composite,95.89,133.91,161.07,-38.02
2013,St Lawrence,PDI_91,Pediatric Quality Acute Composite,51.14,53.44,59.54,-2.3
2013,St Lawrence,PDI_92,Pediatric Quality Chronic Composite,44.75,80.47,90.49,-35.72
2013,STATEWIDE,PDI_14,Asthma,205.13,,,
2013,STATEWIDE,PDI_15,Diabetes Short-term Complications,24.85,,,
2013,STATEWIDE,PDI_16,Gastroenteritis,90.07,,,
2013,STATEWIDE,PDI_18,Urinary Tract Infection,34.08,,,
2013,STATEWIDE,PDI_90,Pediatric Quality Overall Composite,224.94,,,
2013,STATEWIDE,PDI_91,Pediatric Quality Acute Composite,62.21,,,
2013,STATEWIDE,PDI_92,Pediatric Quality Chronic Composite,162.72,,,
2013,Steuben,PDI_14,Asthma,41.98,94.75,90.89,-52.77
2013,Steuben,PDI_15,Diabetes Short-term Complications,19.27,19.38,24.71,-0.11
2013,Steuben,PDI_16,Gastroenteritis,35.38,70.75,45.04,-35.37
2013,Steuben,PDI_18,Urinary Tract Infection,48.65,25.47,65.1,23.18
2013,Steuben,PDI_90,Pediatric Quality Overall Composite,128.48,131.72,219.4,-3.24
2013,Steuben,PDI_91,Pediatric Quality Acute Composite,57.82,51.66,69.62,6.15
2013,Steuben,PDI_92,Pediatric Quality Chronic Composite,70.66,80.06,143.63,-9.39
2013,Suffolk,PDI_14,Asthma,121.76,161.05,155.08,-39.29
2013,Suffolk,PDI_15,Diabetes Short-term Complications,20.55,22.43,22.76,-1.89
2013,Suffolk,PDI_16,Gastroenteritis,81.62,81.74,89.94,-0.12
2013,Suffolk,PDI_18,Urinary Tract Infection,38.23,32.14,40.53,6.08
2013,Suffolk,PDI_90,Pediatric Quality Overall Composite,157.39,188.34,187.97,-30.96
2013,Suffolk,PDI_91,Pediatric Quality Acute Composite,54.65,58.7,57.92,-4.05
2013,Suffolk,PDI_92,Pediatric Quality Chronic Composite,102.73,129.64,128.95,-26.91
2013,Sullivan,PDI_14,Asthma,49.74,174.59,58.45,-124.84
2013,Sullivan,PDI_15,Diabetes Short-term Complications,26.02,23.51,27.5,2.51
2013,Sullivan,PDI_16,Gastroenteritis,100.24,89.1,101.33,11.14
2013,Sullivan,PDI_18,Urinary Tract Infection,23.59,34.14,23.55,-10.56
2013,Sullivan,PDI_90,Pediatric Quality Overall Composite,112.75,198.54,127.74,-85.8
2013,Sullivan,PDI_91,Pediatric Quality Acute Composite,78.06,61.02,79.58,17.04
2013,Sullivan,PDI_92,Pediatric Quality Chronic Composite,34.69,137.52,41.05,-102.83
2013,Tioga,PDI_15,Diabetes Short-term Complications,0,18.69,0,-18.69
2013,Tioga,PDI_16,Gastroenteritis,17.19,67.99,22.77,-50.81
2013,Tioga,PDI_18,Urinary Tract Infection,17.19,24.26,24.14,-7.08
2013,Tioga,PDI_90,Pediatric Quality Overall Composite,37.5,122.86,68.66,-85.36
2013,Tioga,PDI_91,Pediatric Quality Acute Composite,12.5,49.71,15.64,-37.21
2013,Tioga,PDI_92,Pediatric Quality Chronic Composite,25,73.15,55.62,-48.14
2013,Tompkins,PDI_14,Asthma,38.76,144.81,54.91,-106.05
2013,Tompkins,PDI_15,Diabetes Short-term Complications,18.03,22.46,19.95,-4.43
2013,Tompkins,PDI_16,Gastroenteritis,48.97,87.48,50.42,-38.51
2013,Tompkins,PDI_18,Urinary Tract Infection,30.6,31.27,33.36,-0.67
2013,Tompkins,PDI_90,Pediatric Quality Overall Composite,135.21,172.31,176.51,-37.1
2013,Tompkins,PDI_91,Pediatric Quality Acute Composite,90.14,58.23,96.3,31.91
2013,Tompkins,PDI_92,Pediatric Quality Chronic Composite,45.07,114.08,64.29,-69.01
2013,Ulster,PDI_14,Asthma,73.61,148.95,101.38,-75.34
2013,Ulster,PDI_15,Diabetes Short-term Complications,4.04,22.56,4.45,-18.52
2013,Ulster,PDI_16,Gastroenteritis,73.05,82.84,79.42,-9.79
2013,Ulster,PDI_18,Urinary Tract Infection,16.86,31.64,18.16,-14.79
2013,Ulster,PDI_90,Pediatric Quality Overall Composite,117.05,178.83,147.22,-61.79
2013,Ulster,PDI_91,Pediatric Quality Acute Composite,56.51,58.71,59.88,-2.21
2013,Ulster,PDI_92,Pediatric Quality Chronic Composite,60.54,120.12,82.01,-59.58
2013,Warren,PDI_14,Asthma,24.11,92.42,53.51,-68.31
2013,Warren,PDI_15,Diabetes Short-term Complications,43.7,19.34,56.14,24.36
2013,Warren,PDI_16,Gastroenteritis,76.35,69.92,98.36,6.43
2013,Warren,PDI_18,Urinary Tract Infection,22.91,25.7,30.37,-2.8
2013,Warren,PDI_90,Pediatric Quality Overall Composite,163.88,128.73,286.36,35.15
2013,Warren,PDI_91,Pediatric Quality Acute Composite,98.33,51.09,119.75,47.24
2013,Warren,PDI_92,Pediatric Quality Chronic Composite,65.55,77.64,137.38,-12.09
2013,Washington,PDI_14,Asthma,48.75,86.75,115.27,-38
2013,Washington,PDI_15,Diabetes Short-term Complications,22.48,18.73,29.82,3.75
2013,Washington,PDI_16,Gastroenteritis,108.07,68.74,141.61,39.33
2013,Washington,PDI_18,Urinary Tract Infection,38.6,24.55,53.58,14.04
2013,Washington,PDI_90,Pediatric Quality Overall Composite,123.62,122.22,227.52,1.4
2013,Washington,PDI_91,Pediatric Quality Acute Composite,67.43,49.64,84.51,17.79
2013,Washington,PDI_92,Pediatric Quality Chronic Composite,56.19,72.58,125.98,-16.39
2013,Wayne,PDI_14,Asthma,14.75,116.43,25.98,-101.68
2013,Wayne,PDI_15,Diabetes Short-term Complications,20.27,21.1,23.87,-0.83
2013,Wayne,PDI_16,Gastroenteritis,65.47,75.75,77.86,-10.27
2013,Wayne,PDI_18,Urinary Tract Infection,37.41,28.14,45.32,9.28
2013,Wayne,PDI_90,Pediatric Quality Overall Composite,121.59,151.69,180.3,-30.1
2013,Wayne,PDI_91,Pediatric Quality Acute Composite,81.06,54.98,91.73,26.08
2013,Wayne,PDI_92,Pediatric Quality Chronic Composite,40.53,96.72,68.19,-56.19
2013,Westchester,PDI_14,Asthma,143.92,196,150.63,-52.08
2013,Westchester,PDI_15,Diabetes Short-term Complications,9.52,24.35,9.72,-14.83
2013,Westchester,PDI_16,Gastroenteritis,67.18,88,68.76,-20.82
2013,Westchester,PDI_18,Urinary Tract Infection,29.86,34.68,29.34,-4.83
2013,Westchester,PDI_90,Pediatric Quality Overall Composite,145.35,218.31,149.77,-72.95
2013,Westchester,PDI_91,Pediatric Quality Acute Composite,46.97,62.15,47.02,-15.18
2013,Westchester,PDI_92,Pediatric Quality Chronic Composite,98.38,156.16,102.52,-57.78
2013,Wyoming,PDI_14,Asthma,25.43,78.88,66.12,-53.45
2013,Wyoming,PDI_15,Diabetes Short-term Complications,34.59,18.43,46.64,16.16
2013,Wyoming,PDI_16,Gastroenteritis,60.31,66.43,81.78,-6.11
2013,Wyoming,PDI_18,Urinary Tract Infection,12.06,24.19,17,-12.12
2013,Wyoming,PDI_90,Pediatric Quality Overall Composite,51.89,117.94,98.95,-66.06
2013,Wyoming,PDI_91,Pediatric Quality Acute Composite,17.3,49.36,21.8,-32.07
2013,Wyoming,PDI_92,Pediatric Quality Chronic Composite,34.59,68.58,82.08,-33.99
2013,Yates,PDI_14,Asthma,0,81.02,0,-81.02
2013,Yates,PDI_15,Diabetes Short-term Complications,0,18.69,0,-18.69
2013,Yates,PDI_16,Gastroenteritis,16.23,67.16,21.77,-50.93
2013,Yates,PDI_18,Urinary Tract Infection,0,24.55,0,-24.55
2013,Yates,PDI_90,Pediatric Quality Overall Composite,23.91,119.59,44.97,-95.68
2013,Yates,PDI_91,Pediatric Quality Acute Composite,23.91,49.5,30.05,-25.59
2013,Yates,PDI_92,Pediatric Quality Chronic Composite,0,70.09,0,-70.09
2014,Statewide,PDI_14,Asthma,222.87,222.87,222.87,0
2014,Albany,PDI_14,Asthma,77.27,207.28,83.08,-130.01
2014,Allegany,PDI_14,Asthma,127.57,95.04,299.14,32.52
2014,Bronx,PDI_14,Asthma,740.21,338.91,486.78,401.3
2014,Broome,PDI_14,Asthma,52.55,159.51,73.43,-106.95
2014,Cattaraugus,PDI_14,Asthma,17.75,138.83,28.5,-121.08
2014,Cayuga,PDI_14,Asthma,64.75,126.96,113.66,-62.21
2014,Chautauqua,PDI_14,Asthma,60.24,140.6,95.48,-80.37
2014,Chemung,PDI_14,Asthma,54.53,160.83,75.56,-106.3
2014,Chenango,PDI_14,Asthma,9.93,106.17,20.84,-96.24
2014,Clinton,PDI_14,Asthma,41.88,106.66,87.5,-64.79
2014,Columbia,PDI_14,Asthma,71.81,147.28,108.67,-75.47
2014,Cortland,PDI_14,Asthma,21.11,118.29,39.77,-97.18
2014,Delaware,PDI_14,Asthma,23.96,110.8,48.2,-86.84
2014,Dutchess,PDI_14,Asthma,188.07,179.32,233.75,8.75
2014,Erie,PDI_14,Asthma,201.56,201.73,222.68,-0.17
2014,Essex,PDI_14,Asthma,15.15,94.84,35.61,-79.69
2014,Franklin,PDI_14,Asthma,20.5,157.97,28.93,-137.46
2014,Fulton,PDI_14,Asthma,174.07,109.23,355.19,64.85
2014,Genesee,PDI_14,Asthma,49.86,132.34,83.97,-82.48
2014,Greene,PDI_14,Asthma,46.92,132.19,79.1,-85.27
2014,Hamilton,PDI_14,Asthma,0,105.78,0,-105.78
2014,Herkimer,PDI_14,Asthma,53.8,106.02,113.1,-52.22
2014,Jefferson,PDI_14,Asthma,51.39,176.05,65.05,-124.66
2014,Kings,PDI_14,Asthma,321.47,295.4,242.54,26.07
2014,Lewis,PDI_14,Asthma,48.96,105.01,103.9,-56.05
2014,Livingston,PDI_14,Asthma,25.73,108.74,52.74,-83.01
2014,Madison,PDI_14,Asthma,150.83,106.54,315.51,44.29
2014,Monroe,PDI_14,Asthma,109.22,228.14,106.7,-118.91
2014,Montgomery,PDI_14,Asthma,84.72,145.98,129.35,-61.25
2014,Nassau,PDI_14,Asthma,165.47,185.9,198.38,-20.43
2014,New York,PDI_14,Asthma,314.95,254.76,275.52,60.19
2014,Niagara,PDI_14,Asthma,72.03,170.26,94.29,-98.22
2014,Oneida,PDI_14,Asthma,92.3,159.86,128.69,-67.56
2014,Onondaga,PDI_14,Asthma,73.09,204.78,79.55,-131.69
2014,Ontario,PDI_14,Asthma,32.03,124.22,57.47,-92.19
2014,Orange,PDI_14,Asthma,76.9,192.96,88.82,-116.06
2014,Orleans,PDI_14,Asthma,71.34,131.41,120.98,-60.08
2014,Oswego,PDI_14,Asthma,31.96,105.35,67.62,-73.39
2014,Otsego,PDI_14,Asthma,68.97,113.81,135.06,-44.84
2014,Putnam,PDI_14,Asthma,88.46,129.55,152.19,-41.08
2014,Queens,PDI_14,Asthma,223.88,266.89,186.95,-43.02
2014,Rensselaer,PDI_14,Asthma,70.94,172.72,91.53,-101.79
2014,Richmond,PDI_14,Asthma,171.07,199.77,190.85,-28.71
2014,Rockland,PDI_14,Asthma,56.65,176.79,71.41,-120.15
2014,St Lawrence,PDI_14,Asthma,63.84,105.9,134.35,-42.06
2014,Saratoga,PDI_14,Asthma,53.14,112.8,104.98,-59.67
2014,Schenectady,PDI_14,Asthma,83.83,220.86,84.6,-137.03
2014,Schoharie,PDI_14,Asthma,17.56,105.22,37.19,-87.66
2014,Schuyler,PDI_14,Asthma,29.22,103.88,62.7,-74.66
2014,Seneca,PDI_14,Asthma,44.03,116.85,83.98,-72.82
2014,Steuben,PDI_14,Asthma,67.01,109.19,136.78,-42.18
2014,Suffolk,PDI_14,Asthma,143.01,175.83,181.27,-32.82
2014,Sullivan,PDI_14,Asthma,88.74,190.15,104.02,-101.41
2014,Tioga,PDI_14,Asthma,57.36,101.47,125.99,-44.11
2014,Tompkins,PDI_14,Asthma,38.84,158.13,54.74,-119.29
2014,Ulster,PDI_14,Asthma,67.63,162.25,92.9,-94.62
2014,Warren,PDI_14,Asthma,74.96,108.82,153.52,-33.86
2014,Washington,PDI_14,Asthma,66.86,104.52,142.56,-37.67
2014,Wayne,PDI_14,Asthma,71.7,130.74,122.23,-59.04
2014,Westchester,PDI_14,Asthma,149.86,214.65,155.59,-64.8
2014,Wyoming,PDI_14,Asthma,26.18,95.63,61.01,-69.45
2014,Yates,PDI_14,Asthma,0,98.55,0,-98.55
2014,Statewide,PDI_15,Diabetes Short-term Complications,22.81,22.81,22.81,0
2014,Albany,PDI_15,Diabetes Short-term Complications,19.73,24,18.75,-4.27
2014,Allegany,PDI_15,Diabetes Short-term Complications,0,19.41,0,-19.41
2014,Bronx,PDI_15,Diabetes Short-term Complications,37.03,24.9,33.91,12.13
2014,Broome,PDI_15,Diabetes Short-term Complications,45.87,22.09,47.36,23.78
2014,Cattaraugus,PDI_15,Diabetes Short-term Complications,8.3,22.16,8.54,-13.87
2014,Cayuga,PDI_15,Diabetes Short-term Complications,0,21.12,0,-21.12
2014,Chautauqua,PDI_15,Diabetes Short-term Complications,36.52,21.02,39.63,15.5
2014,Chemung,PDI_15,Diabetes Short-term Complications,7.61,22.61,7.68,-15
2014,Chenango,PDI_15,Diabetes Short-term Complications,27.04,20.02,30.81,7.03
2014,Clinton,PDI_15,Diabetes Short-term Complications,0,19.93,0,-19.93
2014,Columbia,PDI_15,Diabetes Short-term Complications,12.09,22.05,12.5,-9.96
2014,Cortland,PDI_15,Diabetes Short-term Complications,0,20.52,0,-20.52
2014,Delaware,PDI_15,Diabetes Short-term Complications,0,20.12,0,-20.12
2014,Dutchess,PDI_15,Diabetes Short-term Complications,9.19,22.63,9.26,-13.44
2014,Erie,PDI_15,Diabetes Short-term Complications,48.18,23.83,46.1,24.34
2014,Essex,PDI_15,Diabetes Short-term Complications,0,19.38,0,-19.38
2014,Franklin,PDI_15,Diabetes Short-term Complications,14.25,25.61,12.69,-11.36
2014,Fulton,PDI_15,Diabetes Short-term Complications,25.19,20.25,28.37,4.94
2014,Genesee,PDI_15,Diabetes Short-term Complications,22.84,21.84,23.86,1.01
2014,Greene,PDI_15,Diabetes Short-term Complications,31.68,21.71,33.27,9.97
2014,Hamilton,PDI_15,Diabetes Short-term Complications,0,19.27,0,-19.27
2014,Herkimer,PDI_15,Diabetes Short-term Complications,10.54,20.01,12.01,-9.48
2014,Jefferson,PDI_15,Diabetes Short-term Complications,10.19,21.36,10.88,-11.17
2014,Kings,PDI_15,Diabetes Short-term Complications,26.13,25.35,23.51,0.78
2014,Lewis,PDI_15,Diabetes Short-term Complications,0,19.47,0,-19.47
2014,Livingston,PDI_15,Diabetes Short-term Complications,11.63,20.1,13.2,-8.47
2014,Madison,PDI_15,Diabetes Short-term Complications,9.72,20.23,10.96,-10.51
2014,Monroe,PDI_15,Diabetes Short-term Complications,21.62,24.65,20,-3.03
2014,Montgomery,PDI_15,Diabetes Short-term Complications,13.18,19.7,15.26,-6.52
2014,Nassau,PDI_15,Diabetes Short-term Complications,21.75,21.52,23.05,0.23
2014,New York,PDI_15,Diabetes Short-term Complications,27.92,22.16,28.73,5.76
2014,Niagara,PDI_15,Diabetes Short-term Complications,39.66,23.09,39.18,16.57
2014,Oneida,PDI_15,Diabetes Short-term Complications,8.95,21.37,9.55,-12.42
2014,Onondaga,PDI_15,Diabetes Short-term Complications,38.55,24.3,36.19,14.26
2014,Ontario,PDI_15,Diabetes Short-term Complications,6.19,20.7,6.82,-14.51
2014,Orange,PDI_15,Diabetes Short-term Complications,19.53,22.04,20.21,-2.51
2014,Orleans,PDI_15,Diabetes Short-term Complications,32.24,21.73,33.83,10.51
2014,Oswego,PDI_15,Diabetes Short-term Complications,27.56,19.82,31.71,7.74
2014,Otsego,PDI_15,Diabetes Short-term Complications,26.46,20.59,29.31,5.87
2014,Putnam,PDI_15,Diabetes Short-term Complications,19.46,20.08,22.11,-0.62
2014,Queens,PDI_15,Diabetes Short-term Complications,15.78,22.64,15.9,-6.86
2014,Rensselaer,PDI_15,Diabetes Short-term Complications,8.96,22.25,9.19,-13.29
2014,Richmond,PDI_15,Diabetes Short-term Complications,22.22,21.37,23.71,0.85
2014,Rockland,PDI_15,Diabetes Short-term Complications,10.23,21.18,11.02,-10.95
2014,St Lawrence,PDI_15,Diabetes Short-term Complications,6.39,19.88,7.33,-13.49
2014,Saratoga,PDI_15,Diabetes Short-term Complications,36.14,19.95,41.3,16.18
2014,Schenectady,PDI_15,Diabetes Short-term Complications,17.27,25.94,15.19,-8.66
2014,Schoharie,PDI_15,Diabetes Short-term Complications,0,20.37,0,-20.37
2014,Schuyler,PDI_15,Diabetes Short-term Complications,0,20.06,0,-20.06
2014,Seneca,PDI_15,Diabetes Short-term Complications,0,20.27,0,-20.27
2014,Steuben,PDI_15,Diabetes Short-term Complications,6.59,19.96,7.53,-13.37
2014,Suffolk,PDI_15,Diabetes Short-term Complications,17.79,21.2,19.14,-3.41
2014,Sullivan,PDI_15,Diabetes Short-term Complications,35.25,22.5,35.73,12.75
2014,Tioga,PDI_15,Diabetes Short-term Complications,0,19.23,0,-19.23
2014,Tompkins,PDI_15,Diabetes Short-term Complications,0,22.33,0,-22.33
2014,Ulster,PDI_15,Diabetes Short-term Complications,4.18,21.88,4.36,-17.7
2014,Warren,PDI_15,Diabetes Short-term Complications,0,19.97,0,-19.97
